Date, Lights Per Day, PD
2/5/2017,31,17
6/15/2017,150,7
2/9/2015,58,17
9/5/2016,428,22
5/4/2017,125,7
5/24/2012,26,16
11/1/2011,154,7
12/14/2010,77,14
5/30/2017,71,12
1/8/2013,12,7
9/4/2017,21,20
6/9/2015,7,0
9/8/2011,73,1
10/18/2011,98,19
2/3/2010,1,4
6/3/2015,176,11
7/20/2016,156,5
12/31/2016,1,nan
8/12/2010,2,16
12/18/2016,56,1
8/25/2016,1,nan
5/2/2014,1,nan
3/4/2012,48,13
10/26/2010,2,23
4/19/2011,82,7
11/16/2014,108,12
4/25/2016,1,nan
7/7/2015,122,12
3/12/2011,44,13
4/20/2017,159,11
2/1/2012,134,4
3/27/2014,18,17
12/17/2014,71,14
11/6/2010,27,7
5/23/2011,71,19
10/27/2012,12,2
5/20/2011,59,1
5/9/2008,1,4
1/7/2012,59,1
5/24/2014,1,nan
5/6/2013,26,11
6/6/2011,71,3
10/14/2010,1,12
9/20/2015,94,19
5/18/2011,273,16
9/17/2014,303,16
7/7/2012,29,7
11/2/2012,16,19
4/17/2011,2,31
3/29/2017,158,7
8/19/2017,1,nan
8/3/2013,39,7
9/24/2014,129,7
12/9/2012,69,5
2/15/2011,144,25
11/30/2011,101,19
2/15/2015,3,0
4/19/2015,211,6
4/9/2017,26,20
6/24/2012,17,13
7/31/2015,68,17
12/5/2012,14,24
12/21/2013,28,10
7/10/2013,30,10
10/28/2016,135,3
10/7/2016,1,nan
5/19/2016,110,16
2/18/2011,149,8
12/3/2014,56,1
5/3/2012,53,25
6/25/2017,43,17
7/10/2011,389,4
10/3/2011,79,1
2/17/2016,292,4
2/15/2016,14,20
12/3/2014,1,nan
9/4/2016,1,nan
1/23/2015,127,5
9/3/2013,38,16
5/2/2012,10,9
11/28/2013,32,25
7/20/2017,198,7
7/3/2013,21,3
5/6/2011,188,22
4/3/2011,189,22
6/9/2011,87,19
9/10/2017,232,22
2/13/2015,130,3
7/30/2012,147,6
6/19/2016,145,25
5/16/2017,13,20
7/10/2017,1,nan
8/31/2016,149,15
4/9/2013,2,13
6/14/2016,132,12
10/1/2009,1,4
11/20/2011,75,1
1/20/2015,3,0
12/23/2010,35,17
10/17/2011,134,9
11/5/2014,1,nan
7/24/2017,39,24
3/21/2012,67,7
5/5/2017,119,25
4/12/2014,16,19
12/28/2015,145,18
8/9/2016,1,nan
7/28/2016,255,10
4/28/2016,90,12
10/6/2011,153,7
11/14/2016,140,16
6/24/2014,24,14
5/23/2013,18,17
1/23/2017,1,nan
1/29/2014,37,18
8/26/2009,1,4
3/13/2016,1,nan
10/14/2016,255,25
1/5/2013,9,7
3/2/2016,1,31
7/14/2013,24,10
11/2/2014,1,nan
10/21/2012,53,9
1/28/2017,1,nan
2/6/2016,104,18
8/3/2012,27,18
6/6/2015,107,5
12/27/2009,1,4
11/20/2014,15,20
2/3/2012,163,6
8/4/2015,248,10
11/3/2013,30,2
7/9/2012,30,2
9/15/2013,117,8
2/12/2017,59,1
10/22/2014,147,3
2/20/2015,101,12
7/19/2016,157,5
11/21/2014,1,nan
8/28/2015,179,3
9/29/2012,72,15
2/28/2015,115,3
1/11/2011,17,23
2/5/2013,6,7
7/23/2012,134,6
4/27/2015,30,19
3/20/2015,151,16
2/16/2012,2,0
6/22/2014,11,20
1/25/2011,102,14
1/28/2012,141,12
9/8/2015,442,22
7/5/2014,1,nan
12/17/2012,10,2
7/1/2012,20,1
6/26/2015,57,18
3/17/2015,239,8
6/10/2012,11,18
10/11/2011,77,3
12/16/2006,1,4
6/1/2011,276,4
8/17/2017,153,6
5/22/2011,61,7
11/7/2015,1,nan
1/31/2012,131,17
7/31/2016,2,31
7/20/2013,21,10
2/13/2017,130,14
3/25/2017,158,11
4/22/2015,148,5
4/26/2016,190,3
12/28/2011,158,14
8/11/2016,267,16
3/1/2015,132,6
5/7/2014,62,16
12/5/2011,188,11
5/28/2012,28,16
8/18/2015,108,14
10/5/2015,124,18
10/16/2016,168,12
9/26/2015,1,nan
2/23/2012,63,17
12/26/2016,1,nan
6/30/2016,408,8
6/26/2017,24,24
2/19/2014,62,9
8/6/2017,1,nan
8/24/2015,191,12
5/29/2013,32,22
1/11/2014,14,14
9/27/2010,3,11
8/13/2013,1,nan
4/10/2013,24,11
1/16/2012,182,6
6/2/2012,52,11
11/30/2015,74,24
12/10/2010,28,13
6/3/2007,1,4
2/29/2012,93,11
8/29/2007,1,4
1/24/2017,247,12
2/2/2015,119,25
11/11/2014,189,11
9/19/2015,127,17
11/17/2011,82,20
12/6/2015,255,7
6/2/2016,30,24
7/18/2016,163,10
3/23/2017,32,24
2/27/2017,60,17
11/11/2015,9,20
8/8/2013,16,18
8/29/2011,111,19
2/9/2012,13,19
3/10/2014,27,1
8/30/2016,1,nan
8/5/2011,53,23
8/15/2016,1,nan
9/13/2017,152,25
9/19/2014,52,18
7/25/2013,105,8
3/11/2014,53,12
1/24/2015,1,nan
9/15/2017,151,6
8/16/2017,110,7
1/28/2016,19,20
9/9/2017,90,14
2/23/2013,3,20
8/5/2012,203,8
5/28/2014,131,6
2/29/2016,275,6
4/1/2014,11,1
4/18/2013,12,7
5/21/2012,40,16
1/5/2015,137,25
8/1/2013,23,3
7/2/2015,237,22
5/8/2015,141,10
12/6/2012,41,10
9/8/2014,226,3
10/28/2015,1,nan
8/26/2013,16,18
4/27/2013,9,25
12/20/2014,62,18
8/6/2012,74,9
7/5/2013,9,19
1/31/2013,37,10
6/11/2011,61,12
5/23/2016,121,14
3/19/2013,32,22
6/12/2013,1,nan
12/5/2010,14,1
12/20/2015,67,24
9/9/2014,300,22
2/6/2014,18,15
12/4/2012,120,4
3/11/2015,15,24
2/11/2011,2,0
9/9/2008,1,4
6/26/2012,34,7
10/30/2014,92,9
11/9/2016,185,11
6/7/2016,334,22
8/28/2012,27,17
1/25/2011,117,22
11/6/2015,368,6
2/16/2014,30,18
12/2/2016,235,7
4/7/2017,10,0
3/8/2014,31,10
12/19/2011,46,21
3/13/2013,4,15
8/24/2012,40,18
6/18/2012,14,18
8/29/2014,1,31
5/26/2013,1,nan
3/17/2011,33,3
5/4/2017,1,nan
3/3/2015,38,19
3/16/2016,155,25
3/17/2013,8,9
7/25/2017,39,24
11/4/2012,16,19
1/16/2017,90,15
6/8/2014,14,20
9/9/2015,204,10
2/8/2013,1,15
7/20/2015,1,nan
3/6/2016,358,4
10/8/2010,2,18
2/12/2017,15,0
9/26/2016,143,3
3/23/2016,4,31
6/2/2016,1,nan
3/6/2011,117,15
12/8/2010,62,11
12/26/2012,6,3
1/19/2013,17,12
11/25/2014,114,5
5/23/2007,1,4
1/27/2016,212,3
11/12/2014,199,11
5/25/2013,5,2
12/21/2013,1,20
7/16/2013,43,11
8/18/2016,1,nan
9/13/2011,100,15
7/20/2016,1,nan
9/3/2011,177,6
6/12/2012,27,5
11/2/2010,2,23
6/25/2011,77,15
6/25/2012,31,10
3/25/2017,135,25
10/7/2015,210,3
2/22/2012,18,3
2/23/2017,1,nan
7/19/2014,91,16
5/29/2016,198,22
7/24/2016,209,16
2/3/2014,46,2
4/5/2016,166,14
2/11/2017,217,12
10/9/2011,65,3
5/24/2015,120,15
9/27/2011,135,10
5/12/2014,85,5
12/15/2010,32,13
6/22/2011,40,13
6/17/2017,119,25
11/21/2010,46,14
7/11/2016,1,nan
10/8/2011,183,9
9/17/2016,8,20
6/5/2012,19,9
5/22/2017,1,nan
12/26/2010,36,13
6/30/2017,24,24
11/27/2011,103,3
11/11/2010,61,15
6/10/2013,1,nan
4/21/2012,22,4
6/18/2014,1,nan
10/2/2016,1,nan
6/22/2013,2,2
2/17/2017,204,11
12/21/2010,72,7
6/17/2014,1,nan
12/9/2010,43,18
7/8/2016,24,24
7/27/2011,111,11
5/9/2013,6,19
4/8/2015,2,0
4/17/2013,23,11
1/28/2012,13,21
6/14/2016,140,15
2/19/2016,496,8
7/6/2008,1,4
3/15/2013,27,17
12/1/2010,6,20
9/13/2010,1,25
4/15/2011,65,19
8/24/2011,427,16
12/1/2011,110,24
7/29/2015,12,20
12/19/2010,118,22
6/27/2012,55,8
9/18/2015,24,24
8/31/2011,33,2
5/21/2011,55,13
4/4/2014,45,12
1/8/2014,35,16
3/11/2013,22,17
10/15/2012,25,10
12/9/2016,28,24
12/2/2012,49,6
11/24/2005,1,4
9/16/2017,158,25
11/21/2013,33,18
4/23/2015,1,31
8/6/2013,8,20
11/5/2015,416,22
6/27/2013,10,14
3/21/2015,134,25
2/28/2011,33,12
4/3/2013,7,19
9/3/2016,1,nan
9/10/2016,263,3
11/9/2011,167,11
6/16/2014,81,5
7/7/2014,4,0
3/30/2011,87,7
4/11/2017,92,15
8/26/2017,145,25
1/17/2017,163,16
10/25/2015,130,14
9/23/2011,208,6
3/22/2014,112,6
7/22/2013,11,24
10/17/2016,335,22
1/9/2017,1,31
10/26/2015,108,9
1/27/2011,59,5
10/28/2010,18,5
10/5/2012,29,13
9/3/2014,116,2
7/18/2017,46,1
2/18/2015,102,16
4/7/2014,20,24
9/28/2015,1,nan
2/7/2011,52,10
4/30/2016,6,0
7/9/2015,1,nan
4/16/2012,33,5
6/5/2017,73,1
11/15/2012,155,4
7/11/2017,122,11
6/14/2012,48,6
6/8/2017,47,2
1/17/2016,1,nan
6/11/2015,36,1
3/25/2012,28,13
12/3/2015,413,22
9/15/2017,116,11
12/15/2011,319,22
1/12/2013,25,6
1/11/2015,69,17
5/4/2007,1,4
12/8/2012,14,7
8/16/2012,36,13
3/27/2015,109,9
1/16/2011,30,1
2/28/2012,91,22
9/5/2017,1,nan
10/6/2013,86,12
3/14/2012,44,13
11/26/2012,13,24
10/30/2015,180,3
4/29/2013,8,1
9/12/2016,264,10
9/7/2005,1,4
9/24/2017,80,14
12/30/2015,68,24
1/19/2012,135,12
11/5/2011,120,15
8/13/2012,216,22
10/27/2013,17,17
10/19/2012,27,18
1/29/2015,300,8
6/23/2013,6,14
11/22/2012,27,1
11/8/2015,9,0
10/9/2012,19,1
9/20/2016,91,15
9/7/2017,51,19
8/3/2004,1,4
10/12/2016,395,4
2/9/2017,110,14
6/28/2014,83,16
6/3/2012,9,17
3/2/2015,63,15
12/22/2015,345,4
10/7/2016,83,17
6/9/2013,3,3
5/2/2011,183,22
9/3/2013,38,25
6/6/2013,19,11
8/9/2016,370,9
8/6/2017,41,1
3/20/2013,23,17
8/10/2012,38,19
4/4/2012,49,22
9/9/2011,7,0
10/12/2012,75,11
7/19/2016,254,12
1/11/2007,1,4
4/29/2013,1,nan
6/19/2014,62,7
11/10/2014,127,12
7/23/2016,181,10
4/17/2017,38,19
2/25/2016,199,10
6/30/2012,86,6
11/3/2006,1,4
5/27/2012,20,7
12/22/2012,15,16
8/23/2016,1,nan
8/2/2009,1,4
3/21/2017,156,7
8/2/2015,220,11
2/17/2014,12,15
1/15/2017,225,6
4/14/2015,118,12
8/20/2012,28,12
3/3/2017,203,10
6/27/2015,85,5
4/4/2011,130,17
8/12/2017,157,6
3/3/2017,1,nan
12/7/2015,74,24
1/6/2017,290,22
11/12/2013,57,7
1/22/2011,2,0
12/15/2010,111,22
2/18/2016,4,0
12/2/2012,4,20
10/24/2011,95,13
9/24/2013,16,19
9/6/2015,7,0
1/3/2014,112,4
9/7/2013,58,12
3/5/2016,21,24
11/7/2010,24,6
2/24/2017,50,5
1/21/2015,258,8
6/5/2017,446,8
2/18/2014,17,24
9/21/2017,26,24
12/31/2016,86,18
1/14/2013,16,11
7/21/2010,2,16
8/17/2016,100,1
11/13/2011,71,20
6/25/2016,7,0
3/27/2014,43,10
5/23/2011,71,14
6/23/2017,92,14
9/20/2011,222,6
3/15/2012,54,6
6/4/2016,60,19
1/6/2017,1,31
8/30/2015,252,9
2/5/2012,83,17
4/16/2015,64,14
12/27/2012,23,12
6/21/2016,253,22
1/8/2017,1,nan
12/17/2016,184,6
6/24/2016,90,19
3/9/2011,171,8
6/4/2012,12,19
2/27/2017,1,nan
3/14/2011,162,8
3/13/2011,149,8
11/30/2011,315,8
8/14/2016,191,2
10/27/2008,1,4
12/27/2012,25,5
4/8/2016,110,11
2/10/2014,67,9
6/21/2014,1,nan
12/12/2014,3,31
6/21/2015,170,9
3/29/2013,9,2
8/18/2016,271,14
6/22/2011,240,8
11/27/2014,41,1
10/5/2016,79,1
4/8/2005,1,4
6/10/2017,386,8
1/21/2016,447,8
11/29/2012,24,15
8/1/2012,64,3
5/4/2014,20,19
12/9/2011,154,5
9/11/2016,1,nan
4/18/2017,110,14
7/6/2017,13,0
3/27/2013,23,7
11/9/2015,52,24
8/26/2015,261,16
8/9/2014,22,1
6/30/2017,52,1
10/1/2014,209,16
5/6/2011,51,13
12/12/2015,1,nan
1/15/2012,182,6
2/7/2014,42,12
7/12/2014,92,12
4/11/2011,165,15
7/14/2017,84,15
12/30/2011,82,10
12/4/2011,183,11
9/26/2014,69,15
7/29/2013,45,15
6/15/2014,127,11
4/23/2011,26,21
7/9/2016,133,3
9/20/2012,35,18
12/27/2013,94,4
12/31/2015,54,5
10/14/2016,270,9
4/5/2012,74,17
5/23/2013,10,12
1/15/2014,42,12
3/28/2017,112,4
1/11/2006,1,4
3/18/2017,97,6
4/21/2014,101,7
4/22/2016,259,22
11/7/2014,12,0
6/29/2016,1,nan
11/18/2016,1,nan
4/19/2016,1,nan
6/10/2017,77,5
12/14/2016,106,16
9/15/2013,14,19
9/5/2012,200,4
6/9/2016,366,8
7/24/2017,82,2
7/26/2017,1,nan
12/16/2011,79,9
3/27/2009,1,4
12/4/2010,57,25
5/28/2015,22,24
1/27/2010,1,4
5/24/2013,5,3
3/4/2014,138,6
2/5/2013,8,24
7/21/2015,208,15
5/12/2016,123,16
2/17/2015,99,16
12/1/2016,70,19
10/14/2015,145,14
10/9/2010,1,9
7/15/2016,1,nan
1/27/2017,1,nan
9/19/2010,2,16
4/25/2013,1,nan
7/5/2011,311,22
8/14/2011,178,9
11/11/2011,47,2
2/21/2014,48,5
6/26/2015,113,9
8/26/2014,210,16
11/16/2011,99,13
12/13/2011,69,3
3/30/2016,35,1
6/10/2012,27,13
12/16/2014,136,11
11/23/2013,55,7
2/8/2011,62,5
3/3/2017,1,nan
4/11/2012,69,14
6/20/2012,13,18
6/23/2010,1,17
9/8/2015,1,nan
4/30/2017,79,3
5/31/2011,268,16
9/25/2013,53,9
7/23/2016,234,9
9/4/2011,39,23
11/10/2013,34,12
9/27/2014,94,7
8/18/2015,113,17
11/24/2011,5,0
11/10/2016,9,20
5/20/2014,216,22
5/25/2016,157,4
8/29/2017,96,14
10/24/2014,42,24
11/29/2015,512,8
2/1/2014,29,25
6/29/2014,134,5
8/16/2016,120,17
6/14/2015,85,14
9/19/2017,180,6
6/29/2012,86,6
6/2/2012,34,16
8/4/2014,127,2
6/18/2015,20,24
2/22/2011,203,16
1/24/2017,56,17
1/26/2011,17,23
11/11/2014,219,16
9/25/2016,126,3
8/22/2012,32,19
6/3/2013,17,25
12/18/2010,76,11
12/7/2011,384,16
1/20/2011,33,24
1/24/2014,23,24
11/28/2014,153,11
11/7/2015,186,3
3/11/2016,135,25
2/6/2013,6,19
10/3/2013,28,18
4/2/2016,149,16
5/21/2017,190,6
5/14/2014,32,24
8/7/2017,44,19
3/18/2017,140,12
11/23/2012,23,9
10/31/2011,62,1
5/4/2015,114,12
9/16/2015,256,3
3/3/2014,52,16
12/18/2013,27,1
1/14/2014,34,18
5/17/2015,25,24
3/20/2012,115,25
8/19/2017,1,nan
7/26/2011,360,16
12/12/2012,3,15
12/7/2013,2,20
4/17/2015,178,7
9/11/2012,52,13
8/5/2012,31,19
3/16/2011,51,13
7/15/2011,365,22
11/28/2012,15,2
11/14/2015,383,16
12/29/2011,155,14
3/14/2015,73,10
12/6/2012,8,17
12/12/2010,106,22
8/16/2013,1,nan
6/13/2013,11,12
2/2/2016,492,8
10/4/2010,2,16
8/1/2016,370,6
7/9/2013,29,12
11/9/2014,144,3
8/6/2016,183,11
1/25/2012,48,19
8/5/2016,272,12
5/10/2014,1,nan
7/10/2016,2,31
2/6/2014,21,16
7/21/2011,325,8
1/12/2011,171,22
3/29/2012,57,11
3/7/2017,96,19
12/10/2012,12,24
10/18/2012,158,4
11/14/2015,315,6
1/4/2012,1,31
8/17/2015,167,15
9/28/2010,3,4
9/21/2016,15,20
1/1/2015,108,3
11/9/2015,73,1
8/29/2014,1,nan
8/10/2013,28,9
6/1/2014,43,17
2/13/2011,4,2
11/30/2015,1,nan
5/14/2013,9,9
3/18/2016,189,3
4/18/2016,62,17
8/4/2016,681,8
10/8/2016,244,7
12/8/2014,116,5
10/2/2016,90,19
12/6/2014,240,4
11/15/2013,33,17
6/30/2017,141,10
9/26/2016,36,24
5/10/2016,154,14
4/13/2016,1,nan
2/25/2013,2,13
9/29/2017,132,9
1/19/2013,13,17
1/6/2014,3,20
10/28/2015,55,7
8/27/2014,5,0
8/7/2016,179,2
8/19/2016,293,3
3/7/2014,23,1
4/6/2013,6,14
6/29/2015,97,5
3/17/2014,34,10
8/31/2016,458,4
8/11/2015,36,20
1/6/2015,41,1
9/13/2011,59,20
6/12/2012,3,24
7/1/2017,32,17
9/18/2016,1,nan
1/25/2009,1,4
7/15/2012,40,10
4/10/2016,145,14
6/25/2011,50,18
10/9/2013,114,6
5/9/2004,1,4
8/13/2013,37,3
5/31/2017,106,3
12/21/2014,115,5
7/12/2017,1,nan
1/24/2012,55,1
5/22/2012,40,25
5/2/2016,1,nan
5/17/2013,9,3
2/19/2014,40,2
10/29/2016,1,nan
12/10/2010,137,4
5/6/2013,1,nan
1/19/2017,54,19
9/27/2011,150,17
5/14/2015,199,11
9/13/2017,247,22
3/2/2016,1,nan
12/19/2015,1,nan
3/19/2013,12,9
9/6/2012,11,24
3/16/2011,60,19
7/25/2014,152,25
2/19/2013,17,19
9/22/2016,109,17
1/21/2013,15,6
1/10/2017,1,nan
6/4/2007,1,4
4/30/2015,18,1
11/1/2010,2,21
2/12/2014,126,4
5/1/2013,10,15
1/16/2016,1,nan
11/3/2011,101,13
8/29/2015,158,10
4/7/2015,1,nan
10/10/2013,56,25
1/15/2007,1,4
4/30/2012,31,7
4/25/2012,33,5
3/30/2008,1,4
1/28/2012,140,14
8/23/2012,140,6
10/28/2006,1,4
8/25/2016,4,31
4/17/2016,96,5
1/27/2014,22,11
7/9/2015,123,9
2/9/2011,54,6
12/20/2016,48,17
8/24/2011,102,11
8/17/2006,1,4
2/14/2013,21,22
10/30/2015,246,12
7/30/2013,47,11
6/19/2017,12,0
12/19/2010,46,9
1/10/2014,11,14
9/23/2012,40,13
5/21/2011,204,22
5/2/2011,38,3
5/14/2017,111,7
11/4/2013,68,9
2/5/2014,128,6
10/19/2014,197,6
3/31/2012,1,21
12/29/2014,202,22
9/21/2013,48,11
9/29/2014,126,11
4/3/2017,155,25
11/23/2011,1,31
4/23/2017,178,10
12/22/2016,45,17
3/14/2011,58,19
6/27/2013,20,17
11/2/2013,5,19
12/12/2014,191,6
11/18/2011,163,7
5/2/2016,196,6
12/8/2015,1,nan
9/10/2016,35,24
12/9/2014,204,22
9/19/2013,22,1
5/18/2012,23,7
6/3/2017,1,nan
5/30/2013,23,11
7/23/2011,6,0
4/3/2015,91,2
10/27/2010,6,3
10/12/2013,19,15
4/14/2012,1,23
7/24/2013,13,19
9/14/2015,119,2
10/5/2012,30,16
5/8/2017,22,24
8/19/2015,209,7
5/20/2016,98,10
8/29/2014,1,nan
4/28/2011,97,10
8/31/2012,66,10
12/31/2011,75,3
3/13/2017,53,17
3/5/2015,209,8
3/26/2015,57,17
12/24/2016,140,11
9/2/2011,39,23
1/2/2014,25,17
6/7/2017,100,3
6/19/2015,78,2
3/25/2012,55,22
12/19/2014,65,18
4/24/2014,7,1
7/16/2016,1,nan
3/15/2017,140,25
3/3/2015,266,8
6/29/2017,83,5
6/25/2015,169,7
1/2/2011,95,14
11/27/2015,310,4
12/13/2014,7,0
9/28/2013,42,10
11/27/2010,5,23
5/5/2011,2,31
12/24/2010,21,12
7/12/2013,48,5
11/26/2012,13,3
3/30/2014,1,nan
9/18/2016,243,12
12/19/2014,92,9
10/26/2013,35,3
10/17/2010,3,1
5/5/2013,1,nan
4/16/2015,1,31
1/29/2012,169,6
7/27/2015,194,15
11/25/2016,1,nan
9/10/2015,29,24
11/22/2011,97,18
9/6/2008,1,4
7/10/2012,36,3
9/20/2016,139,18
7/8/2012,1,23
4/27/2011,132,6
2/20/2017,1,nan
7/8/2016,78,19
8/1/2012,71,7
9/3/2016,278,4
12/17/2010,6,2
8/26/2016,125,18
5/26/2012,13,19
6/7/2015,48,17
1/5/2017,91,18
9/30/2012,190,4
7/19/2011,100,10
10/23/2010,7,16
5/5/2014,1,nan
9/15/2017,61,1
4/12/2015,156,22
12/2/2014,147,5
8/9/2016,543,22
7/16/2017,1,nan
5/23/2012,27,7
4/4/2012,19,13
4/19/2013,17,22
4/13/2016,167,25
12/23/2014,190,22
4/7/2012,72,17
2/25/2006,1,4
1/26/2015,51,17
2/3/2014,52,12
12/8/2011,40,23
12/7/2015,197,3
11/12/2005,1,4
12/22/2012,5,13
8/28/2013,29,2
1/7/2013,1,31
6/18/2017,39,19
1/3/2012,57,21
6/12/2013,7,18
3/16/2017,104,22
3/8/2012,6,2
8/18/2017,126,11
7/21/2012,42,3
8/7/2015,10,0
12/3/2016,158,18
7/31/2014,178,9
12/24/2015,1,nan
9/13/2013,28,2
1/17/2016,1,nan
11/29/2014,115,7
8/20/2017,108,15
1/20/2012,110,15
9/8/2011,426,8
9/12/2013,10,20
2/21/2013,13,12
2/14/2014,122,8
5/6/2015,120,12
7/20/2017,115,11
8/23/2016,1,nan
12/25/2015,75,5
8/1/2017,1,nan
1/14/2011,113,15
3/30/2015,310,4
7/29/2011,124,7
7/13/2011,27,2
4/15/2014,76,2
6/14/2013,2,20
12/24/2012,24,5
4/5/2017,9,0
8/3/2011,32,21
8/10/2016,1,nan
2/17/2016,167,10
4/29/2016,478,8
9/7/2014,44,20
1/9/2014,44,5
9/2/2014,51,19
3/2/2012,1,31
7/23/2015,331,22
10/28/2013,162,22
8/27/2014,1,nan
1/6/2011,160,22
8/4/2016,381,25
10/17/2012,62,9
8/15/2014,131,25
10/25/2016,1,nan
12/14/2016,195,25
4/22/2015,277,4
4/15/2012,54,17
12/13/2012,16,3
10/21/2013,130,4
4/7/2015,146,25
8/18/2016,103,1
4/12/2011,298,16
3/21/2017,175,9
4/25/2013,13,12
4/8/2016,253,22
10/29/2013,1,nan
10/30/2011,101,13
6/16/2012,67,4
10/27/2016,202,12
5/31/2014,32,24
9/16/2011,101,15
5/19/2016,143,25
3/12/2012,1,nan
3/5/2016,1,nan
12/29/2015,146,19
10/2/2015,613,8
3/6/2014,62,22
12/31/2009,1,4
6/22/2016,72,19
6/1/2016,116,9
1/12/2016,73,1
3/26/2017,137,7
5/26/2016,66,18
9/24/2016,63,19
2/8/2014,26,10
5/5/2014,66,9
7/4/2015,1,nan
12/6/2014,56,18
12/11/2013,36,25
12/3/2010,10,12
10/6/2016,123,18
6/8/2015,1,nan
12/15/2016,56,1
1/31/2016,45,15
1/21/2017,1,nan
7/4/2011,52,23
5/30/2015,43,18
12/13/2013,102,4
4/16/2014,32,17
12/30/2011,51,23
7/24/2017,42,1
9/27/2017,113,16
1/14/2016,72,15
5/16/2017,8,0
3/17/2017,157,7
1/7/2011,58,17
9/29/2017,23,24
10/25/2012,44,7
3/7/2012,50,18
7/27/2014,66,17
10/29/2014,152,25
3/18/2017,150,4
6/1/2017,66,12
6/12/2015,27,19
7/31/2017,16,20
9/21/2015,11,20
9/12/2012,1,31
12/24/2016,1,nan
12/24/2013,26,1
12/6/2011,264,25
10/13/2015,271,5
8/26/2015,4,31
12/19/2012,11,7
2/16/2015,54,1
7/18/2012,37,7
4/17/2012,5,20
4/9/2012,23,13
5/9/2016,93,5
6/13/2017,142,6
6/9/2016,61,19
10/1/2010,4,11
9/5/2014,162,12
12/16/2011,295,22
11/1/2015,142,14
12/30/2012,11,7
11/19/2013,34,18
4/25/2011,49,18
3/7/2012,1,0
11/7/2014,317,8
3/19/2016,1,nan
8/30/2011,75,1
3/12/2013,43,4
12/28/2015,8,0
10/15/2015,3,31
7/28/2013,26,17
12/24/2011,52,21
5/11/2012,9,24
7/17/2014,38,18
12/23/2014,110,25
2/6/2011,24,24
7/20/2015,277,3
12/11/2011,99,12
10/15/2013,70,5
1/1/2012,140,14
1/18/2011,20,20
8/4/2011,118,5
1/27/2017,1,nan
2/19/2012,38,18
2/4/2016,149,7
2/12/2012,37,1
11/12/2012,22,3
8/24/2013,5,19
3/17/2015,39,19
1/16/2013,29,4
12/11/2004,1,4
11/25/2011,291,25
3/7/2016,29,24
6/10/2016,142,4
12/11/2015,195,14
3/10/2016,129,5
1/28/2013,5,7
4/11/2012,27,19
5/9/2017,67,16
10/1/2015,465,6
6/18/2015,214,11
2/15/2012,6,21
8/5/2015,1,nan
12/19/2016,1,nan
5/19/2016,1,nan
3/22/2016,5,31
6/16/2011,178,25
7/14/2011,62,18
7/7/2013,87,4
11/14/2014,24,24
3/27/2016,1,nan
5/16/2015,178,22
1/25/2014,121,6
2/4/2017,1,nan
4/27/2012,31,13
5/15/2017,98,14
5/29/2014,1,nan
12/8/2011,5,0
2/1/2014,127,6
1/15/2017,1,nan
5/8/2017,1,nan
5/29/2014,77,12
9/30/2017,130,7
12/29/2010,95,25
8/20/2013,76,12
4/28/2016,1,nan
9/12/2014,1,nan
6/3/2012,34,16
7/22/2011,89,1
12/7/2010,39,19
10/13/2010,9,6
12/23/2012,17,10
3/2/2013,16,6
11/10/2010,10,19
10/16/2015,1,nan
2/26/2011,2,0
6/6/2017,46,18
7/1/2012,12,12
1/16/2015,167,6
7/3/2014,33,24
1/20/2011,42,7
1/30/2011,33,24
4/12/2012,20,18
1/8/2015,1,nan
4/10/2014,43,5
4/14/2011,44,12
2/4/2012,8,2
1/23/2013,8,18
7/25/2013,17,3
11/4/2016,192,10
4/18/2016,1,nan
8/17/2013,5,20
4/11/2014,1,nan
8/12/2017,91,14
10/6/2014,26,20
3/7/2011,92,6
9/19/2017,74,14
11/16/2011,219,6
7/7/2016,196,7
6/25/2014,17,20
7/15/2010,1,16
3/25/2013,48,6
9/19/2011,88,23
8/14/2012,34,1
6/24/2017,96,11
1/30/2017,88,15
8/1/2016,1,nan
6/10/2014,18,18
4/12/2016,112,12
7/14/2006,1,4
3/3/2011,53,7
2/3/2017,24,24
11/4/2015,342,25
6/20/2016,162,25
4/22/2015,1,nan
5/2/2014,60,5
6/9/2012,29,22
9/13/2012,1,nan
9/21/2010,8,15
1/28/2011,59,5
10/30/2014,191,16
12/29/2013,27,1
10/4/2015,132,17
12/4/2015,75,15
10/18/2013,56,7
5/9/2012,22,5
8/17/2015,74,18
1/18/2012,24,21
3/14/2007,1,4
9/25/2012,35,17
1/30/2015,121,5
11/17/2010,3,23
6/30/2013,87,4
5/10/2015,15,19
5/16/2014,10,18
6/17/2012,2,20
10/24/2012,23,18
3/11/2011,49,19
11/30/2010,6,20
9/8/2010,1,25
5/1/2011,2,31
8/31/2014,576,8
10/4/2012,38,19
4/18/2016,133,14
11/27/2013,36,25
1/12/2017,46,24
9/4/2016,266,12
10/13/2012,153,4
7/7/2010,1,25
6/19/2013,61,4
1/7/2015,3,31
9/11/2016,683,8
7/27/2016,43,24
9/11/2012,31,2
10/27/2015,172,5
12/3/2009,1,4
4/1/2011,37,13
7/16/2017,15,0
6/10/2005,1,4
2/26/2017,180,25
8/7/2016,2,31
1/19/2016,9,0
7/4/2012,20,19
8/28/2015,104,2
1/10/2017,16,0
6/29/2015,25,24
9/28/2011,7,0
2/25/2017,1,nan
5/21/2015,27,18
3/28/2011,197,8
2/27/2011,2,0
