Date, Crime, Crime Type, PD
2016-02-28,1,CRIMINAL TRESPASS,25
2016-02-23,1,NARCOTICS,12
2016-02-28,1,DECEPTIVE PRACTICE,24
2016-04-18,9,BATTERY,7
2016-02-17,1,SEX OFFENSE,3
2016-02-29,4,CRIMINAL DAMAGE,9
2016-02-29,5,ASSAULT,4
2016-02-29,6,CRIMINAL DAMAGE,1
2016-02-29,4,CRIMINAL DAMAGE,15
2016-02-29,8,CRIMINAL DAMAGE,8
2016-02-29,7,BATTERY,5
2016-02-29,1,SEX OFFENSE,6
2016-02-29,1,NARCOTICS,16
2016-02-29,11,THEFT,5
2016-02-29,6,OTHER OFFENSE,4
2016-02-29,9,BATTERY,12
2016-02-29,3,BATTERY,17
2016-02-29,5,THEFT,19
2016-02-29,5,BATTERY,18
2016-02-29,1,ARSON,18
2016-02-29,7,THEFT,10
2016-02-29,3,ASSAULT,10
2016-02-29,1,BURGLARY,10
2016-02-29,6,BATTERY,2
2016-04-18,12,CRIMINAL DAMAGE,5
2016-02-29,11,BATTERY,7
2016-02-29,3,DECEPTIVE PRACTICE,18
2016-02-29,4,OTHER OFFENSE,25
2016-02-29,3,BATTERY,1
2016-02-29,7,BATTERY,9
2016-02-29,1,CRIM SEXUAL ASSAULT,15
2016-02-29,1,WEAPONS VIOLATION,12
2016-02-29,3,CRIMINAL DAMAGE,25
2016-02-29,5,THEFT,14
2016-02-29,8,BATTERY,15
2016-02-29,4,BURGLARY,6
2016-02-29,20,THEFT,1
2016-02-29,8,THEFT,2
2016-02-29,2,ROBBERY,24
2016-02-29,4,MOTOR VEHICLE THEFT,25
2016-02-29,2,MOTOR VEHICLE THEFT,8
2016-02-29,2,ASSAULT,20
2016-02-29,3,CRIMINAL TRESPASS,16
2016-02-29,3,NARCOTICS,9
2016-02-29,1,PUBLIC PEACE VIOLATION,19
2016-02-29,5,THEFT,16
2016-02-29,5,OTHER OFFENSE,10
2016-02-29,2,NARCOTICS,15
2016-02-29,10,BATTERY,10
2016-02-29,8,THEFT,17
2016-02-29,1,ASSAULT,9
2016-02-29,3,ASSAULT,8
2016-02-29,4,BATTERY,16
2016-02-29,10,THEFT,18
2016-02-28,1,OTHER OFFENSE,18
2016-02-26,1,SEX OFFENSE,1
2016-02-19,1,DECEPTIVE PRACTICE,15
2016-02-25,1,CRIMINAL DAMAGE,18
2016-02-12,1,DECEPTIVE PRACTICE,16
2016-02-14,3,THEFT,3
2016-02-27,1,ROBBERY,5
2016-02-14,5,THEFT,8
2016-02-28,2,CRIMINAL DAMAGE,19
2016-02-29,3,CRIMINAL DAMAGE,4
2016-02-29,7,THEFT,12
2016-02-29,4,ASSAULT,11
2016-02-29,3,THEFT,9
2016-02-29,5,BATTERY,6
2016-02-29,5,OTHER OFFENSE,6
2016-02-29,1,ASSAULT,16
2016-02-29,8,THEFT,25
2016-02-29,4,CRIMINAL DAMAGE,7
2016-02-29,8,ASSAULT,6
2016-04-18,1,NARCOTICS,16
2016-02-29,5,CRIMINAL DAMAGE,6
2016-02-29,2,CRIMINAL TRESPASS,15
2016-02-29,2,ASSAULT,3
2016-02-29,2,ROBBERY,1
2016-02-29,2,DECEPTIVE PRACTICE,17
2016-02-29,1,ASSAULT,14
2016-02-29,1,CRIMINAL DAMAGE,12
2016-02-29,4,DECEPTIVE PRACTICE,14
2016-02-29,3,DECEPTIVE PRACTICE,1
2016-02-29,4,BATTERY,22
2016-02-29,3,CRIMINAL DAMAGE,10
2016-02-29,6,NARCOTICS,11
2016-02-29,2,BATTERY,24
2016-02-29,1,MOTOR VEHICLE THEFT,10
2016-02-29,6,ASSAULT,12
2016-02-29,3,CRIMINAL DAMAGE,24
2016-02-29,3,BURGLARY,9
2016-02-29,4,OTHER OFFENSE,9
2016-02-29,6,THEFT,11
2016-02-29,10,BATTERY,11
2016-02-29,1,CRIMINAL TRESPASS,2
2016-02-29,1,ROBBERY,9
2016-02-29,1,NARCOTICS,4
2016-02-29,2,ASSAULT,19
2016-02-29,3,CRIMINAL DAMAGE,18
2016-02-29,1,ROBBERY,2
2016-02-29,2,DECEPTIVE PRACTICE,2
2016-02-29,1,CRIMINAL TRESPASS,10
2016-02-29,1,NARCOTICS,12
2016-02-29,2,OTHER OFFENSE,22
2016-02-29,9,THEFT,4
2016-02-29,2,WEAPONS VIOLATION,2
2016-02-29,3,DECEPTIVE PRACTICE,11
2016-02-29,2,CRIMINAL DAMAGE,11
2016-02-29,3,OTHER OFFENSE,5
2016-04-18,3,NARCOTICS,9
2016-02-29,1,ROBBERY,11
2016-02-29,4,THEFT,7
2016-02-29,4,ROBBERY,4
2016-02-29,3,NARCOTICS,10
2016-02-29,5,THEFT,3
2016-02-29,1,OTHER OFFENSE,19
2016-02-29,6,BATTERY,8
2016-02-29,1,MOTOR VEHICLE THEFT,24
2016-02-29,3,OTHER OFFENSE,1
2016-02-29,3,CRIMINAL DAMAGE,16
2016-02-29,3,NARCOTICS,25
2016-02-29,3,ASSAULT,5
2016-02-29,1,WEAPONS VIOLATION,4
2016-02-29,2,MOTOR VEHICLE THEFT,16
2016-02-29,5,CRIMINAL DAMAGE,3
2016-02-29,1,PUBLIC PEACE VIOLATION,2
2016-02-29,4,CRIMINAL DAMAGE,22
2016-04-18,4,ASSAULT,12
2016-02-29,1,CRIMINAL TRESPASS,25
2016-02-29,3,BATTERY,25
2016-02-29,1,BURGLARY,11
2016-02-29,3,MOTOR VEHICLE THEFT,2
2016-02-29,1,ASSAULT,25
2016-02-29,3,NARCOTICS,6
2016-02-29,5,DECEPTIVE PRACTICE,19
2016-02-29,8,THEFT,22
2016-02-29,1,PUBLIC PEACE VIOLATION,15
2016-02-29,2,CRIMINAL DAMAGE,17
2016-02-29,2,THEFT,20
2016-02-29,4,THEFT,24
2016-02-29,1,SEX OFFENSE,9
2016-04-18,7,THEFT,25
2016-02-29,1,MOTOR VEHICLE THEFT,14
2016-02-29,2,OTHER OFFENSE,3
2016-02-29,1,CRIMINAL DAMAGE,14
2016-02-29,1,BATTERY,14
2016-02-29,1,OTHER OFFENSE,12
2016-02-29,2,PUBLIC PEACE VIOLATION,4
2016-02-29,3,NARCOTICS,7
2016-04-18,4,BURGLARY,12
2016-02-29,2,BATTERY,19
2016-02-29,1,INTERFERENCE WITH PUBLIC OFFICER,11
2016-02-29,2,MOTOR VEHICLE THEFT,17
2016-02-29,2,MOTOR VEHICLE THEFT,11
2016-02-29,4,OTHER OFFENSE,8
2016-02-29,9,THEFT,6
2016-02-29,4,BATTERY,4
2016-02-29,5,THEFT,8
2016-02-29,1,OFFENSE INVOLVING CHILDREN,17
2016-02-29,3,CRIMINAL DAMAGE,5
2016-02-29,3,BURGLARY,14
2016-02-29,1,NARCOTICS,2
2016-02-29,1,DECEPTIVE PRACTICE,12
2016-02-29,1,BURGLARY,24
2016-02-29,3,BURGLARY,3
2016-02-29,1,CRIMINAL TRESPASS,18
2016-04-18,4,CRIMINAL DAMAGE,11
2016-02-29,1,OFFENSE INVOLVING CHILDREN,15
2016-02-29,2,BURGLARY,18
2016-02-29,2,WEAPONS VIOLATION,25
2016-02-29,1,OTHER OFFENSE,16
2016-02-29,1,BURGLARY,8
2016-02-29,2,INTERFERENCE WITH PUBLIC OFFICER,3
2016-04-18,2,ROBBERY,15
2016-02-29,1,NARCOTICS,8
2016-02-29,2,OTHER OFFENSE,7
2016-02-29,1,CRIMINAL TRESPASS,22
2016-02-29,1,ROBBERY,25
2016-02-29,1,BURGLARY,4
2016-02-29,4,OTHER OFFENSE,11
2014-07-01,1,CRIM SEXUAL ASSAULT,8
2016-02-29,1,WEAPONS VIOLATION,10
2016-04-18,1,CRIM SEXUAL ASSAULT,17
2016-02-29,2,MOTOR VEHICLE THEFT,15
2016-02-29,2,CRIM SEXUAL ASSAULT,24
2016-02-29,1,BURGLARY,2
2016-02-29,1,BURGLARY,5
2016-02-29,1,WEAPONS VIOLATION,9
2016-02-29,1,ASSAULT,1
2016-03-01,8,BATTERY,3
2016-04-18,7,BATTERY,17
2016-02-29,2,BURGLARY,15
2016-04-18,1,INTERFERENCE WITH PUBLIC OFFICER,3
2016-02-29,3,CRIMINAL DAMAGE,2
2016-02-29,1,MOTOR VEHICLE THEFT,9
2016-02-29,2,ASSAULT,7
2016-02-29,1,BURGLARY,7
2016-02-29,1,MOTOR VEHICLE THEFT,6
2016-02-29,2,OTHER OFFENSE,15
2016-02-29,3,ASSAULT,22
2016-02-29,2,OTHER OFFENSE,18
2016-02-29,1,CRIMINAL DAMAGE,20
2016-02-29,1,DECEPTIVE PRACTICE,6
2016-02-29,1,DECEPTIVE PRACTICE,20
2016-02-29,1,ASSAULT,15
2016-02-29,1,OFFENSE INVOLVING CHILDREN,5
2016-02-29,2,DECEPTIVE PRACTICE,7
2016-02-29,1,MOTOR VEHICLE THEFT,3
2016-02-29,1,BURGLARY,17
2016-02-29,2,BURGLARY,19
2016-02-29,1,ASSAULT,2
2016-02-29,1,OFFENSE INVOLVING CHILDREN,3
2016-02-29,2,DECEPTIVE PRACTICE,25
2016-02-29,1,THEFT,15
2016-02-29,1,OFFENSE INVOLVING CHILDREN,25
2016-02-29,1,ROBBERY,3
2016-02-29,2,OTHER OFFENSE,2
2016-02-29,1,INTIMIDATION,9
2016-04-18,3,ASSAULT,19
2016-02-29,1,OTHER OFFENSE,14
2016-02-29,1,BURGLARY,25
2016-02-28,1,OTHER OFFENSE,1
2016-01-22,1,DECEPTIVE PRACTICE,1
2016-02-01,2,DECEPTIVE PRACTICE,22
2016-04-18,2,ROBBERY,19
2016-04-18,2,ROBBERY,17
2016-04-18,4,BURGLARY,4
2016-04-18,3,CRIMINAL DAMAGE,9
2016-04-18,6,THEFT,9
2016-01-03,1,DECEPTIVE PRACTICE,7
2016-04-18,7,THEFT,24
2015-04-20,1,DECEPTIVE PRACTICE,19
2015-03-16,1,DECEPTIVE PRACTICE,18
2016-04-18,1,ROBBERY,3
2016-04-18,6,OTHER OFFENSE,3
2014-03-02,1,DECEPTIVE PRACTICE,22
2015-09-08,2,BATTERY,19
2015-12-22,1,ROBBERY,25
2015-12-01,1,SEX OFFENSE,25
2016-03-01,2,NARCOTICS,8
2016-03-01,6,OTHER OFFENSE,4
2016-03-01,15,BATTERY,11
2016-03-01,10,BATTERY,12
2016-03-01,5,CRIMINAL DAMAGE,10
2016-03-01,8,NARCOTICS,11
2016-03-01,2,CRIMINAL DAMAGE,14
2016-03-01,2,ASSAULT,15
2016-03-01,10,THEFT,19
2016-03-01,5,BATTERY,10
2016-03-01,6,BATTERY,5
2016-03-01,4,CRIMINAL DAMAGE,9
2016-03-01,6,OTHER OFFENSE,25
2016-03-01,2,CRIMINAL TRESPASS,6
2016-03-01,2,BATTERY,9
2016-03-01,1,NARCOTICS,12
2016-03-01,3,ROBBERY,11
2016-03-01,2,BATTERY,2
2016-04-12,2,DECEPTIVE PRACTICE,4
2016-03-01,10,THEFT,4
2016-03-01,1,ROBBERY,15
2016-03-01,6,ASSAULT,8
2016-03-01,2,CRIMINAL DAMAGE,4
2016-03-01,9,ASSAULT,10
2016-03-01,1,ROBBERY,19
2016-03-01,3,NARCOTICS,9
2016-03-01,2,MOTOR VEHICLE THEFT,9
2016-03-01,3,MOTOR VEHICLE THEFT,5
2016-03-01,1,CRIM SEXUAL ASSAULT,4
2016-03-01,5,CRIMINAL DAMAGE,16
2016-03-01,5,CRIMINAL DAMAGE,8
2016-03-01,1,STALKING,6
2016-03-01,5,BATTERY,4
2016-03-01,1,OTHER OFFENSE,1
2016-03-01,2,ROBBERY,9
2016-03-01,13,THEFT,18
2016-03-01,20,THEFT,1
2016-03-01,3,ASSAULT,7
2016-03-01,2,ASSAULT,18
2016-03-01,2,BATTERY,18
2015-05-28,1,BATTERY,24
2015-07-27,1,ROBBERY,11
2016-04-11,1,DECEPTIVE PRACTICE,15
2016-04-01,8,DECEPTIVE PRACTICE,18
2015-10-29,1,ARSON,24
2013-08-01,1,THEFT,12
2016-01-09,1,ASSAULT,7
2016-02-26,1,WEAPONS VIOLATION,8
2016-02-25,1,OFFENSE INVOLVING CHILDREN,22
2016-02-29,1,DECEPTIVE PRACTICE,5
2012-11-09,1,CRIM SEXUAL ASSAULT,10
2014-07-12,1,OTHER OFFENSE,10
2016-03-01,1,ASSAULT,16
2016-03-01,11,THEFT,6
2016-03-01,7,THEFT,25
2016-03-01,2,ROBBERY,8
2016-03-01,6,CRIMINAL DAMAGE,2
2016-03-01,3,CRIMINAL DAMAGE,25
2016-03-01,2,OTHER OFFENSE,16
2015-12-28,1,OBSCENITY,16
2016-03-01,8,THEFT,2
2016-03-01,1,MOTOR VEHICLE THEFT,2
2016-03-01,2,BURGLARY,8
2016-03-28,4,DECEPTIVE PRACTICE,12
2016-03-01,2,ASSAULT,14
2016-03-01,2,ROBBERY,14
2016-03-01,7,BATTERY,6
2016-03-01,3,ROBBERY,6
2016-03-01,4,BATTERY,15
2016-03-01,3,OTHER OFFENSE,2
2016-03-01,3,ASSAULT,9
2016-03-01,1,NARCOTICS,16
2016-03-01,6,THEFT,8
2016-03-01,11,NARCOTICS,15
2016-03-01,2,DECEPTIVE PRACTICE,12
2016-03-01,2,CRIMINAL DAMAGE,3
2016-03-01,9,THEFT,5
2016-03-01,1,MOTOR VEHICLE THEFT,10
2016-03-01,2,NARCOTICS,22
2016-03-01,1,MOTOR VEHICLE THEFT,22
2016-03-01,5,BURGLARY,7
2016-03-01,4,ASSAULT,11
2016-03-01,8,DECEPTIVE PRACTICE,19
2016-03-01,3,DECEPTIVE PRACTICE,3
2016-03-01,1,DECEPTIVE PRACTICE,17
2016-03-01,5,BATTERY,17
2016-03-01,1,ASSAULT,25
2016-03-01,5,NARCOTICS,7
2016-03-01,6,ASSAULT,4
2016-03-01,4,THEFT,7
2016-03-01,5,OTHER OFFENSE,10
2016-03-01,2,ROBBERY,18
2016-03-01,4,OTHER OFFENSE,24
2016-03-01,2,CRIMINAL TRESPASS,16
2016-03-01,2,MOTOR VEHICLE THEFT,18
2016-03-01,3,MOTOR VEHICLE THEFT,4
2016-03-31,7,THEFT,2
2016-04-02,5,OTHER OFFENSE,22
2016-03-01,5,THEFT,22
2016-03-01,4,CRIMINAL DAMAGE,7
2016-03-01,1,PUBLIC PEACE VIOLATION,12
2016-03-01,2,NARCOTICS,6
2016-03-01,3,CRIMINAL TRESPASS,10
2016-03-01,2,SEX OFFENSE,9
2016-03-01,2,NARCOTICS,3
2016-03-01,2,NARCOTICS,25
2016-04-02,1,DECEPTIVE PRACTICE,20
2016-03-01,4,CRIMINAL DAMAGE,11
2016-03-01,4,BATTERY,16
2016-03-01,5,CRIMINAL DAMAGE,12
2016-03-01,1,DECEPTIVE PRACTICE,7
2016-03-01,3,OTHER OFFENSE,15
2016-03-01,1,PUBLIC PEACE VIOLATION,11
2016-03-01,2,CRIMINAL DAMAGE,5
2016-03-01,2,OTHER OFFENSE,5
2016-03-01,1,ROBBERY,5
2016-03-01,1,CRIMINAL TRESPASS,2
2016-03-01,1,BURGLARY,6
2016-03-01,1,BATTERY,14
2016-03-01,1,KIDNAPPING,2
2016-03-01,8,THEFT,11
2016-03-01,3,ASSAULT,1
2016-03-01,1,NARCOTICS,4
2016-03-01,1,CRIMINAL TRESPASS,8
2016-03-01,1,ASSAULT,22
2016-03-01,9,THEFT,16
2016-03-01,1,OTHER OFFENSE,14
2016-03-01,1,MOTOR VEHICLE THEFT,14
2016-03-01,1,ROBBERY,20
2016-03-01,2,CRIMINAL TRESPASS,7
2016-03-01,3,OTHER OFFENSE,7
2016-03-01,2,DECEPTIVE PRACTICE,25
2016-03-01,6,CRIMINAL DAMAGE,18
2016-03-01,3,THEFT,9
2016-03-01,1,ASSAULT,17
2016-03-01,1,BURGLARY,24
2016-03-01,9,DECEPTIVE PRACTICE,18
2016-03-01,3,NARCOTICS,10
2016-03-01,2,MOTOR VEHICLE THEFT,17
2016-03-01,4,DECEPTIVE PRACTICE,2
2016-03-01,4,DECEPTIVE PRACTICE,1
2016-03-01,2,CRIMINAL TRESPASS,4
2016-03-01,6,THEFT,3
2016-03-01,1,BURGLARY,3
2016-03-01,2,BATTERY,19
2016-03-01,4,OTHER OFFENSE,11
2016-03-01,1,MOTOR VEHICLE THEFT,16
2016-03-01,6,BATTERY,7
2016-03-01,1,DECEPTIVE PRACTICE,20
2016-03-01,4,OFFENSE INVOLVING CHILDREN,4
2016-03-01,2,BATTERY,22
2016-03-01,1,LIQUOR LAW VIOLATION,12
2016-03-01,3,MOTOR VEHICLE THEFT,12
2016-03-01,1,MOTOR VEHICLE THEFT,25
2016-03-01,1,SEX OFFENSE,12
2016-03-01,2,THEFT,15
2016-03-01,2,BATTERY,25
2016-03-01,3,THEFT,10
2016-03-01,3,ASSAULT,3
2016-03-01,2,CRIMINAL TRESPASS,1
2016-03-01,1,NARCOTICS,1
2016-03-31,8,BATTERY,14
2016-03-01,3,OTHER OFFENSE,8
2016-03-01,4,MOTOR VEHICLE THEFT,8
2016-03-01,1,BURGLARY,1
2016-03-01,2,DECEPTIVE PRACTICE,24
2016-03-01,3,BURGLARY,25
2016-03-01,4,DECEPTIVE PRACTICE,14
2016-03-01,2,OTHER OFFENSE,20
2016-04-03,3,DECEPTIVE PRACTICE,10
2016-03-01,2,PROSTITUTION,10
2016-03-01,1,LIQUOR LAW VIOLATION,9
2016-03-01,1,OTHER OFFENSE,3
2016-03-01,2,BATTERY,24
2016-03-01,1,CRIMINAL DAMAGE,19
2016-03-01,2,BURGLARY,19
2016-03-01,1,ASSAULT,6
2016-03-01,2,WEAPONS VIOLATION,5
2016-03-01,1,CRIMINAL DAMAGE,22
2016-03-01,1,WEAPONS VIOLATION,10
2016-03-01,2,ROBBERY,2
2016-04-14,1,THEFT,25
2016-03-01,1,ROBBERY,10
2016-04-13,1,OTHER OFFENSE,3
2016-03-01,2,ROBBERY,3
2016-03-01,1,WEAPONS VIOLATION,7
2016-03-01,2,OTHER OFFENSE,6
2016-03-01,1,NARCOTICS,17
2016-03-01,4,CRIMINAL DAMAGE,6
2016-03-01,1,INTERFERENCE WITH PUBLIC OFFICER,7
2016-03-01,2,BATTERY,1
2016-03-01,2,ASSAULT,5
2016-03-01,1,BURGLARY,9
2016-03-01,1,OFFENSE INVOLVING CHILDREN,3
2016-04-15,1,OTHER OFFENSE,17
2016-03-01,4,THEFT,24
2016-03-01,2,BATTERY,20
2016-03-01,3,BURGLARY,4
2016-03-01,2,CRIMINAL DAMAGE,24
2016-03-01,1,MOTOR VEHICLE THEFT,15
2016-03-01,1,MOTOR VEHICLE THEFT,24
2016-03-01,1,MOTOR VEHICLE THEFT,7
2016-03-01,4,THEFT,20
2016-03-01,2,THEFT,12
2016-03-01,2,DECEPTIVE PRACTICE,10
2016-03-01,1,MOTOR VEHICLE THEFT,20
2016-03-01,1,BURGLARY,10
2016-03-01,2,DECEPTIVE PRACTICE,9
2016-03-01,1,ROBBERY,22
2016-03-01,2,CRIM SEXUAL ASSAULT,11
2016-03-01,1,PUBLIC PEACE VIOLATION,18
2016-04-04,3,DECEPTIVE PRACTICE,19
2016-03-01,1,PUBLIC PEACE VIOLATION,1
2016-03-01,1,CRIM SEXUAL ASSAULT,19
2016-03-01,3,THEFT,17
2016-03-01,1,LIQUOR LAW VIOLATION,25
2016-04-13,2,DECEPTIVE PRACTICE,12
2016-04-08,1,MOTOR VEHICLE THEFT,12
2016-03-01,3,OTHER OFFENSE,17
2016-03-01,1,BURGLARY,16
2016-03-01,4,DECEPTIVE PRACTICE,4
2016-04-11,1,OFFENSE INVOLVING CHILDREN,16
2016-03-01,1,OFFENSE INVOLVING CHILDREN,11
2016-03-01,3,DECEPTIVE PRACTICE,15
2016-03-01,1,OTHER OFFENSE,22
2016-04-13,1,OTHER OFFENSE,8
2016-03-01,1,OFFENSE INVOLVING CHILDREN,25
2015-12-25,1,OFFENSE INVOLVING CHILDREN,15
2016-03-01,1,ASSAULT,20
2016-03-01,1,BATTERY,8
2016-04-01,5,THEFT,15
2016-04-08,1,OTHER OFFENSE,7
2016-03-01,1,DECEPTIVE PRACTICE,22
2016-01-29,1,THEFT,5
2016-04-13,1,BURGLARY,6
2016-02-05,1,OFFENSE INVOLVING CHILDREN,3
2016-01-08,1,DECEPTIVE PRACTICE,19
2016-04-13,1,THEFT,6
2016-04-04,4,CRIMINAL DAMAGE,10
2016-04-01,5,CRIMINAL DAMAGE,7
2016-04-09,1,OTHER OFFENSE,4
2016-04-09,1,CRIMINAL DAMAGE,14
2016-01-07,1,THEFT,22
2016-01-01,1,SEX OFFENSE,17
2014-04-28,1,BATTERY,4
2016-02-06,1,ASSAULT,19
2015-12-04,2,DECEPTIVE PRACTICE,2
2015-03-07,1,OTHER OFFENSE,17
2015-12-01,1,SEX OFFENSE,10
2016-03-29,3,OTHER OFFENSE,15
2016-04-01,1,DECEPTIVE PRACTICE,17
2016-04-11,3,DECEPTIVE PRACTICE,24
2016-04-10,2,OTHER OFFENSE,16
2016-04-07,6,BATTERY,25
2016-02-02,1,DECEPTIVE PRACTICE,10
2015-06-22,1,THEFT,17
2015-11-11,3,THEFT,24
2015-11-11,1,DECEPTIVE PRACTICE,24
2015-09-01,3,DECEPTIVE PRACTICE,4
2015-11-15,1,DECEPTIVE PRACTICE,22
2016-04-01,3,CRIMINAL DAMAGE,4
2016-04-09,1,CRIMINAL DAMAGE,19
2016-03-28,4,CRIMINAL DAMAGE,22
2016-04-14,1,THEFT,2
2016-04-14,1,OTHER OFFENSE,11
2016-01-01,1,OTHER OFFENSE,6
2016-01-15,1,BURGLARY,14
2016-02-28,1,DECEPTIVE PRACTICE,3
2014-01-01,1,OFFENSE INVOLVING CHILDREN,5
2015-11-11,1,OTHER OFFENSE,9
2015-12-01,3,DECEPTIVE PRACTICE,4
2015-12-07,1,OTHER OFFENSE,17
2015-12-01,1,THEFT,9
2015-01-17,1,DECEPTIVE PRACTICE,5
2015-12-01,2,THEFT,19
2016-02-26,1,CRIMINAL TRESPASS,2
2016-02-29,2,MOTOR VEHICLE THEFT,19
2016-04-04,3,DECEPTIVE PRACTICE,18
2012-10-25,1,BATTERY,22
2016-04-18,8,BATTERY,6
2016-01-19,1,CRIMINAL DAMAGE,24
2016-03-01,1,HOMICIDE,9
2015-09-11,1,THEFT,24
2016-03-02,4,CRIMINAL DAMAGE,6
2016-03-02,8,CRIMINAL DAMAGE,11
2016-03-02,2,ROBBERY,9
2016-03-02,6,BATTERY,25
2016-03-02,5,NARCOTICS,4
2016-03-02,5,BATTERY,9
2016-03-02,3,ROBBERY,10
2016-03-02,6,BATTERY,5
2016-03-02,6,BURGLARY,8
2016-03-02,17,THEFT,1
2016-03-02,1,ROBBERY,3
2016-03-02,7,BATTERY,2
2016-03-02,6,BATTERY,8
2016-03-02,4,CRIMINAL DAMAGE,22
2016-03-02,3,OTHER OFFENSE,6
2016-03-02,5,BATTERY,6
2016-03-02,2,WEAPONS VIOLATION,22
2015-05-19,1,NARCOTICS,25
2016-03-02,5,THEFT,17
2016-03-02,4,OTHER OFFENSE,3
2016-03-02,4,BURGLARY,10
2016-03-02,3,OTHER OFFENSE,17
2016-03-02,4,THEFT,22
2016-03-02,5,BATTERY,24
2016-03-02,12,THEFT,11
2016-04-18,7,BATTERY,24
2016-03-02,6,BATTERY,3
2016-03-02,3,OTHER OFFENSE,24
2016-03-02,2,BURGLARY,25
2016-03-02,1,BATTERY,18
2016-03-02,1,ASSAULT,14
2016-03-02,2,CRIMINAL DAMAGE,17
2016-03-02,11,THEFT,14
2016-03-02,6,THEFT,8
2016-03-02,15,THEFT,19
2016-03-02,3,MOTOR VEHICLE THEFT,15
2016-03-02,4,MOTOR VEHICLE THEFT,22
2016-04-18,3,BATTERY,18
2016-03-02,1,CRIMINAL DAMAGE,5
2016-03-02,8,BATTERY,1
2016-03-02,8,BATTERY,12
2016-03-02,1,ASSAULT,16
2016-03-02,4,CRIMINAL DAMAGE,2
2016-03-02,3,CRIMINAL TRESPASS,18
2016-03-02,1,NARCOTICS,17
2016-03-02,1,MOTOR VEHICLE THEFT,16
2016-03-02,11,BATTERY,11
2015-05-01,1,THEFT,19
2016-04-18,11,THEFT,19
2015-10-06,1,BURGLARY,4
2015-10-21,1,CRIMINAL DAMAGE,2
2015-11-20,2,DECEPTIVE PRACTICE,18
2015-11-07,1,DECEPTIVE PRACTICE,15
2016-01-08,1,BATTERY,11
2016-01-22,1,BURGLARY,10
2016-02-23,1,DECEPTIVE PRACTICE,4
2015-09-26,1,OFFENSE INVOLVING CHILDREN,3
2016-02-28,1,OFFENSE INVOLVING CHILDREN,4
2016-02-15,1,DECEPTIVE PRACTICE,14
2016-04-18,2,DECEPTIVE PRACTICE,19
2016-04-18,2,BURGLARY,5
2016-03-02,3,MOTOR VEHICLE THEFT,2
2016-03-02,3,CRIMINAL DAMAGE,15
2016-03-02,2,MOTOR VEHICLE THEFT,7
2016-03-02,2,DECEPTIVE PRACTICE,11
2016-03-02,1,CRIMINAL TRESPASS,14
2016-03-02,1,NON-CRIMINAL,2
2016-03-02,3,CRIMINAL TRESPASS,2
2016-03-02,2,CRIMINAL DAMAGE,25
2016-03-02,2,NARCOTICS,2
2015-07-01,1,DECEPTIVE PRACTICE,7
2016-03-02,2,BURGLARY,3
2016-03-02,4,BATTERY,17
2016-03-02,2,CRIMINAL DAMAGE,16
2016-03-02,1,BURGLARY,4
2016-03-02,1,BATTERY,16
2016-03-02,11,THEFT,6
2016-03-02,4,BATTERY,10
2016-03-02,1,MOTOR VEHICLE THEFT,25
2016-04-22,2,BATTERY,17
2016-03-02,2,BURGLARY,9
2016-03-02,10,NARCOTICS,11
2016-03-02,2,CRIMINAL DAMAGE,19
2016-03-02,4,OTHER OFFENSE,7
2016-03-02,2,BATTERY,20
2016-03-02,2,CRIMINAL DAMAGE,1
2016-03-02,1,PROSTITUTION,11
2016-03-02,3,ASSAULT,5
2016-03-02,1,INTERFERENCE WITH PUBLIC OFFICER,7
2016-03-02,1,CRIM SEXUAL ASSAULT,25
2016-03-02,4,BATTERY,15
2016-03-02,6,BATTERY,7
2016-03-02,1,CRIMINAL TRESPASS,10
2016-03-02,6,ASSAULT,4
2016-03-02,3,OTHER OFFENSE,4
2016-03-02,2,NARCOTICS,15
2016-03-02,1,PUBLIC PEACE VIOLATION,8
2016-03-02,1,ROBBERY,12
2016-03-02,5,OTHER OFFENSE,9
2016-03-02,1,BURGLARY,15
2016-03-02,5,NARCOTICS,22
2016-03-02,5,NARCOTICS,10
2016-03-02,3,CRIMINAL DAMAGE,10
2016-03-02,2,ASSAULT,10
2016-03-02,1,NARCOTICS,16
2016-03-02,2,ASSAULT,20
2016-03-02,3,BURGLARY,14
2016-03-02,2,CRIMINAL TRESPASS,12
2016-03-02,4,THEFT,4
2016-03-02,2,ASSAULT,8
2016-03-02,5,THEFT,16
2016-03-02,1,NARCOTICS,3
2016-03-02,3,THEFT,3
2016-03-02,5,BATTERY,4
2016-03-02,1,NARCOTICS,9
2016-03-02,1,BURGLARY,17
2016-03-02,5,ASSAULT,3
2016-03-02,1,INTERFERENCE WITH PUBLIC OFFICER,12
2016-03-02,2,MOTOR VEHICLE THEFT,11
2016-03-02,3,ASSAULT,11
2016-03-02,3,NARCOTICS,6
2016-03-02,4,CRIMINAL TRESPASS,6
2016-03-02,6,THEFT,12
2016-03-02,2,ASSAULT,9
2016-03-02,2,NARCOTICS,7
2016-03-02,5,THEFT,2
2016-03-02,1,CRIMINAL DAMAGE,18
2016-03-02,3,THEFT,7
2016-03-02,8,THEFT,10
2016-03-02,1,ASSAULT,6
2016-03-02,1,CRIMINAL TRESPASS,11
2016-03-02,1,PUBLIC PEACE VIOLATION,3
2016-03-02,1,PUBLIC PEACE VIOLATION,6
